,읍면동명,자치구,선거인수,새누리당,더불어민주당,국민의당,독거노인수,유년부양비,노년부양비,노령화지수,사업체수,종사자수,사업체 창업률,중위연령,기초수급자인원수,보육시설,금융기관,사업체 평균연령,장애등급
373,창신3동,종로구,6232,1434.0,2234,249.0,215,14.4,18.3,127.3,283,874,14.13,43.4,183,116,,9.167,325.0
374,숭인1동,종로구,5665,1218.0,1798,185.0,373,12.6,19.2,152.4,533,"1,587",12.01,43.9,210,218,1.0,8.5,282.0
375,숭인2동,종로구,8481,1594.0,2521,311.0,667,7.4,19.6,263.8,"1,881","6,819",13.5,43.9,303,102,4.0,10.083,472.0
376,응봉동,중구,13123,3262.0,3483,1093.0,423,21.2,18.7,88.2,375,"1,037",8.8,41.2,189,,,10.75,536.0
377,성수1가1동,중구,13665,2952.0,3302,1067.0,452,14.0,13.8,99.0,"1,546","7,815",9.12,40.7,387,,,10.417,612.0
378,성수1가2동,중구,14294,3150.0,4050,1175.0,442,13.4,14.6,108.7,"2,198","17,103",10.78,39.9,272,,,9.25,577.0
379,성수2가1동,중구,16118,3583.0,3274,1238.0,677,11.3,16.4,144.8,"2,626","18,337",10.89,44.1,537,,,9.833,862.0
380,성수2가3동,중구,9981,2410.0,2384,790.0,335,11.2,16.5,146.5,"5,056","45,871",9.97,41.8,154,,,9.75,455.0
381,왕십리도선동,중구,16776,3827.0,4350,1311.0,685,15.7,15.8,100.7,"1,906","11,693",15.16,40.1,563,,,8.083,888.0
382,왕십리2동,중구,13216,2836.0,3536,1116.0,546,14.5,17.0,117.1,780,"2,440",12.95,41.4,363,,,9.833,653.0
383,행당1동,중구,12219,2975.0,3244,879.0,511,12.6,18.0,142.4,"1,451","8,783",16.68,41.9,327,,,7.917000000000002,557.0
384,행당2동,중구,19798,4778.0,6198,1462.0,616,20.1,16.8,83.5,582,"1,927",13.06,40.6,521,,,8.5,879.0
385,마장동,중구,19728,5008.0,5064,1426.0,734,13.1,17.4,133.0,"3,238","11,683",9.45,40.8,650,,,10.5,1133.0
386,사근동,중구,9615,1940.0,2810,658.0,338,8.0,13.5,168.3,"1,088","11,474",16.27,30.3,170,,,8.25,403.0
387,송정동,중구,9614,2058.0,2159,784.0,361,11.3,15.9,140.6,695,"2,453",9.5,43.5,491,,,10.667,536.0
388,용답동,중구,13504,2801.0,3190,1040.0,665,9.8,17.3,177.3,"2,055","15,156",10.85,44.2,742,,,9.917,806.0
389,소공동,중구,1102,241.0,158,183.0,54,15.6,11.2,71.6,"3,929","65,041",8.55,39.4,16,526,37.0,10.833,38.0
390,회현동,중구,4891,1065.0,385,720.0,461,8.5,29.7,350.0,"9,697","52,540",9.27,52.1,486,239,25.0,10.583,336.0
391,명동,중구,2538,546.0,303,362.0,157,8.5,24.6,288.1,"6,778","115,866",11.12,48.0,57,404,75.0,10.417,117.0
392,필동,중구,3866,929.0,538,756.0,228,9.1,19.6,215.5,"3,159","24,075",8.39,39.4,94,128,7.0,10.5,190.0
393,장충동,중구,4413,826.0,732,873.0,187,9.1,16.2,178.7,911,"9,874",9.88,35.3,94,116,5.0,10.5,213.0
394,광희동,중구,4332,1028.0,398,770.0,352,8.1,23.2,285.3,"9,380","38,813",13.41,46.8,122,219,16.0,9.583,251.0
395,을지로동,중구,1655,409.0,138,271.0,224,5.8,31.9,549.4,"9,442","29,762",4.78,54.2,84,131,11.0,12.833,99.0
396,신당동,중구,6765,1349.0,688,1345.0,385,7.9,15.8,199.8,"12,117","27,836",15.7,43.6,248,163,7.0,5.832999999999998,377.0
397,다산동,중구,12804,2588.0,1522,2862.0,503,10.9,18.9,173.2,"1,387","9,577",10.09,42.1,360,309,4.0,9.167,670.0
398,약수동,중구,15496,3594.0,2009,3693.0,755,15.1,23.6,155.7,854,"3,563",11.48,43.9,585,514,2.0,9.334,888.0
399,청구동,중구,12568,2961.0,1774,2871.0,601,13.7,20.7,150.9,765,"3,856",7.71,43.0,489,264,1.0,10.334,658.0
400,신당5동,중구,8377,1578.0,891,1864.0,411,13.1,19.2,146.8,"1,283","3,942",9.28,43.8,266,317,2.0,8.167,459.0
401,동화동,중구,9189,2166.0,1130,2183.0,256,15.9,18.1,113.5,970,"4,035",12.47,42.3,153,306,2.0,8.167,443.0
402,황학동,중구,10508,1950.0,1257,2116.0,514,11.6,16.7,143.6,"1,963","6,435",7.79,40.8,381,230,5.0,10.667,542.0
403,중림동,중구,7193,1581.0,992,1548.0,440,13.2,23.7,179.6,"1,005","7,677",11.54,44.6,431,270,2.0,10.334,438.0
404,금호1가동,중구,10906,2394.0,1722,1997.0,512,15.4,19.9,129.4,535,"1,685",10.47,43.2,544,,,10.083,620.0
405,금호2.3가동,중구,18222,3741.0,2550,3766.0,654,15.5,18.5,119.5,"1,008","2,758",13.49,40.9,543,,,10.25,968.0
406,금호4가동,중구,11795,2378.0,1842,2353.0,478,17.8,18.2,102.2,617,"1,786",12.16,41.1,324,,,10.083,499.0
407,옥수동,중구,18401,4366.0,2936,3423.0,596,18.9,17.2,91.1,825,"3,046",14.91,39.8,323,,,8.5,680.0
408,면목본동,중랑구,30149,4798.0,8270,2095.0,"1,324",11.3,17.0,150.9,"2,498","7,459",14.13,42.9,"1,423",873,3.0,8.334,1646.0
409,면목2동,중랑구,22104,3516.0,5818,1589.0,"1,012",13.5,17.2,127.4,"2,053","6,620",11.93,43.5,937,821,1.0,8.917,1279.0
410,면목3.8동,중랑구,23322,3836.0,6687,1509.0,"1,125",11.1,18.9,169.1,"2,090","7,040",14.02,44.4,"1,107",905,1.0,8.5,1272.0
411,면목4동,중랑구,18179,3085.0,5374,1353.0,892,13.4,19.1,142.0,"1,102","3,702",11.07,42.7,"1,110",619,,8.833,1271.0
412,면목5동,중랑구,9386,1434.0,2628,633.0,405,13.3,18.3,137.0,873,"2,976",10.31,44.0,407,371,2.0,8.999,529.0
413,면목7동,중랑구,19706,3340.0,5843,1239.0,854,11.9,19.5,164.2,"1,512","4,175",12.63,44.2,649,638,2.0,9.0,1035.0
414,상봉2동,중랑구,16067,2542.0,4012,1117.0,777,9.2,16.3,178.1,"2,131","9,451",15.06,41.7,568,439,4.0,7.999,861.0
415,망우3동,중랑구,15293,2568.0,3942,975.0,794,12.6,18.5,147.2,"1,107","3,728",11.2,44.3,"1,084",604,1.0,8.667,957.0
416,상봉1동,중랑구,20177,4110.0,5309,1623.0,721,16.5,15.1,91.7,"1,124","6,360",12.1,41.3,"1,174",656,,8.917,1420.0
417,중화1동,중랑구,17246,3479.0,4430,1524.0,591,14.8,17.1,115.6,"1,061","3,715",11.4,41.6,488,645,1.0,9.083,861.0
418,중화2동,중랑구,24359,4508.0,4851,1964.0,"1,380",9.2,19.0,206.6,"2,126","7,516",12.46,46.3,"1,332",574,4.0,9.167,1510.0
419,묵1동,중랑구,27581,5769.0,7291,2472.0,852,16.3,17.3,106.5,"1,471","5,369",12.17,41.5,646,"1,051",3.0,8.667,1337.0
420,묵2동,중랑구,16180,3168.0,3888,1351.0,652,13.5,17.5,129.7,"1,815","4,712",9.97,42.2,609,517,2.0,9.917,869.0
421,망우본동,중랑구,27695,6104.0,5647,2040.0,"1,292",11.8,18.5,156.4,"3,871","12,246",9.51,44.6,"1,265",991,5.0,10.5,1722.0
422,신내1동,중랑구,31329,7003.0,8803,2452.0,794,21.0,17.1,81.7,"1,945","9,956",11.98,40.5,863,"1,514",2.0,9.25,1892.0
423,신내2동,중랑구,19790,4508.0,5982,1610.0,719,17.2,17.2,100.3,"1,136","6,165",10.83,42.1,"1,041",748,3.0,9.167,1421.0
